ID,Subject,Is_deleted,Add_time,Update_time,Deal_ID,Org_ID,Done,Marked_as_done_time,Due_Datetime,Duration_(Hours),Duration_(Minutes)
40,Call,False,2025-03-06 19:02:40,2025-04-15 12:15:29,0,,True,2025-04-15 12:15:28,2025-03-03 00:00:00,0.0,0
41,Call,False,2025-03-06 19:02:40,2025-03-06 19:02:40,0,,True,2025-02-23 21:02:35,2025-02-23 00:00:00,0.0,0
42,Call,False,2025-03-06 19:02:40,2025-03-06 19:02:40,0,,True,2025-02-20 21:02:35,2025-02-20 00:00:00,0.0,0
43,Meeting,False,2025-03-06 19:02:40,2025-03-06 19:02:40,0,,True,2025-02-21 21:02:35,2025-02-21 00:00:00,0.0,0
44,Email,False,2025-03-06 19:02:40,2025-03-06 19:02:40,0,,True,2025-02-22 21:02:35,2025-02-22 00:00:00,0.0,0
45,Meeting,False,2025-03-06 19:02:40,2025-03-06 19:02:40,0,,True,2025-03-05 21:02:35,2025-03-05 00:00:00,0.0,0
46,Email,False,2025-03-06 19:02:41,2025-04-15 12:15:34,0,,True,2025-04-15 12:15:34,2025-03-04 00:00:00,0.0,0
47,Email,False,2025-03-06 19:02:41,2025-03-06 19:02:41,0,,True,2025-03-03 21:02:35,2025-03-03 00:00:00,0.0,0
48,Meeting,False,2025-03-06 19:02:41,2025-03-06 19:02:41,0,,True,2025-02-20 21:02:35,2025-02-20 00:00:00,0.0,0
49,Call,False,2025-03-06 19:02:41,2025-03-06 19:02:41,0,,True,2025-02-22 21:02:35,2025-02-22 00:00:00,0.0,0
50,Meeting,False,2025-03-06 19:02:41,2025-03-06 19:02:41,0,,True,2025-02-24 21:02:35,2025-02-24 00:00:00,0.0,0
51,Call,False,2025-03-06 20:57:59,2025-03-06 20:59:24,0,,True,2025-03-06 20:59:24,2025-03-06 21:00:00,0.1666666666666667,10
52,Meeting,False,2025-03-28 16:50:15,2025-03-28 16:50:28,0,,True,2025-03-28 16:50:28,2025-03-28 16:45:00,0.25,15
54,Task,False,2025-04-03 20:51:54,2025-04-22 13:34:47,0,,True,2025-04-22 13:34:47,2025-04-18 19:45:00,0.0,0
56,Call,False,2025-04-10 14:43:43,2025-04-15 12:16:03,56,,True,2025-04-15 12:16:03,2025-04-11 00:00:00,0.0,0
57,Meeting,False,2025-04-14 20:28:35,2025-04-26 19:26:49,0,,True,2025-04-26 19:26:49,2025-04-21 13:30:00,1.0,60
58,Call,False,2025-04-15 12:15:32,2025-04-15 12:16:13,0,,True,2025-04-15 12:16:13,2025-04-15 00:00:00,0.0,0
59,Call,False,2025-04-15 12:15:36,2025-04-15 12:16:17,0,,True,2025-04-15 12:16:17,2025-04-15 00:00:00,0.0,0
60,Call,False,2025-04-15 12:15:39,2025-04-15 12:16:21,0,,True,2025-04-15 12:16:21,2025-04-15 00:00:00,0.0,0
61,Call,False,2025-04-15 12:15:42,2025-04-15 12:16:25,0,,True,2025-04-15 12:16:25,2025-04-15 00:00:00,0.0,0
62,Call,False,2025-04-15 12:15:47,2025-04-15 12:16:50,0,,True,2025-04-15 12:16:49,2025-04-15 00:00:00,0.0,0
63,Call,False,2025-04-15 12:15:50,2025-04-15 12:16:56,0,,True,2025-04-15 12:16:55,2025-04-15 00:00:00,0.0,0
64,Call,False,2025-04-15 12:15:54,2025-04-15 12:17:01,0,,True,2025-04-15 12:17:01,2025-04-15 00:00:00,0.0,0
65,Call,False,2025-04-15 12:15:58,2025-04-15 12:17:05,0,,True,2025-04-15 12:17:05,2025-04-15 00:00:00,0.0,0
66,Call,False,2025-04-15 12:16:01,2025-04-15 12:17:08,0,,True,2025-04-15 12:17:08,2025-04-15 00:00:00,0.0,0
68,Call,False,2025-04-15 12:16:15,2025-04-15 12:17:16,0,,True,2025-04-15 12:17:16,2025-04-15 00:00:00,0.0,0
69,Call,False,2025-04-15 12:16:19,2025-04-15 12:17:19,0,,True,2025-04-15 12:17:19,2025-04-15 00:00:00,0.0,0
70,Call,False,2025-04-15 12:16:23,2025-04-15 12:17:22,0,,True,2025-04-15 12:17:22,2025-04-15 00:00:00,0.0,0
71,Call,False,2025-04-15 12:16:26,2025-04-15 12:16:28,0,,True,2025-04-15 12:16:28,2025-04-15 00:00:00,0.0,0
72,Call,False,2025-04-15 12:16:29,2025-04-15 12:16:31,0,,True,2025-04-15 12:16:31,2025-04-15 00:00:00,0.0,0
73,Call,False,2025-04-15 12:16:33,2025-04-15 12:16:35,0,,True,2025-04-15 12:16:35,2025-04-15 00:00:00,0.0,0
74,Call,False,2025-04-15 12:16:38,2025-04-15 12:16:38,0,,True,2025-04-15 12:16:38,2025-04-15 00:00:00,0.0,0
75,Call,False,2025-04-15 12:16:40,2025-04-15 12:17:26,0,,True,2025-04-15 12:17:26,2025-04-15 00:00:00,0.0,0
76,Email,False,2025-04-17 17:00:24,2025-04-21 13:26:01,0,,True,2025-04-21 13:26:01,2025-05-15 15:00:00,0.0,0
77,Email,False,2025-04-18 13:07:02,2025-05-07 13:48:48,0,,True,2025-04-18 13:08:56,2025-04-19 15:00:00,0.5,30
78,Task,False,2025-04-18 13:10:29,2025-05-07 13:48:48,0,,True,2025-04-20 13:48:41,2025-04-19 00:00:00,0.0,0
79,Call,False,2025-04-18 13:26:58,2025-04-21 13:26:14,0,,True,2025-04-21 13:26:14,2025-05-15 16:00:00,0.5,30
80,Call,False,2025-04-20 17:32:38,2025-05-07 13:48:48,0,,True,2025-04-23 13:30:06,2025-04-24 17:00:00,0.5,30
81,Call,False,2025-04-20 17:34:27,2025-04-23 13:18:27,67,,True,2025-04-23 13:18:27,2025-04-23 16:00:00,0.5,30
82,Call,False,2025-04-20 17:35:30,2025-04-23 13:29:50,57,,True,2025-04-23 13:29:50,2025-04-23 16:00:00,0.5,30
83,Call,False,2025-04-20 17:37:00,2025-05-03 15:54:58,0,,True,2025-04-23 13:29:59,2025-04-23 18:30:00,0.5,30
84,Call,False,2025-04-21 13:26:08,2025-04-21 13:26:08,0,,True,2025-04-21 13:26:08,2025-04-21 00:00:00,0.0,0
85,Call,False,2025-04-21 16:16:24,2025-04-21 16:16:28,0,,True,2025-04-21 16:16:28,2025-04-21 00:00:00,0.0,0
86,Call,False,2025-04-21 16:16:32,2025-04-21 16:16:32,0,,True,2025-04-21 16:16:32,2025-04-21 00:00:00,0.0,0
87,Call,False,2025-04-21 18:59:15,2025-04-23 13:29:17,0,,True,2025-04-23 13:29:17,2025-05-15 18:00:00,0.5,30
88,Call,False,2025-04-23 13:29:19,2025-04-23 13:29:37,0,,True,2025-04-23 13:29:37,2025-04-23 00:00:00,0.0,0
89,Call,False,2025-04-23 15:33:19,2025-04-29 16:55:09,0,17.0,True,2025-04-23 15:34:24,2025-04-29 15:30:00,0.0,0
90,Call,False,2025-04-23 15:34:29,2025-04-29 16:55:09,0,17.0,True,2025-04-23 15:34:29,2025-04-23 00:00:00,0.0,0
91,Call,False,2025-04-23 18:14:48,2025-04-23 18:28:07,83,11.0,True,2025-04-23 18:15:24,2025-04-25 20:00:00,0.0,0
92,Call,False,2025-04-23 18:15:48,2025-04-23 18:28:06,83,11.0,True,2025-04-23 18:15:48,2025-04-23 00:00:00,0.0,0
93,Email,False,2025-04-23 18:32:37,2025-04-29 17:09:50,0,,True,2025-04-25 15:09:05,2025-04-25 14:00:00,0.0,0
94,Email,False,2025-04-23 19:13:56,2025-04-28 20:30:48,77,11.0,True,2025-04-28 20:30:48,2025-04-28 15:00:00,0.0,0
95,Email,False,2025-04-23 19:18:04,2025-05-01 15:45:54,0,,True,2025-04-25 15:11:42,2025-04-25 14:15:00,0.0,0
96,Call,False,2025-04-23 19:21:21,2025-04-23 21:21:20,69,,True,2025-04-23 21:21:20,2025-04-25 19:30:00,0.0,0
97,Email,False,2025-04-24 13:45:48,2025-04-28 20:38:28,85,11.0,True,2025-04-28 20:38:28,2025-04-28 14:30:00,0.0,0
98,Email,False,2025-04-24 15:28:06,2025-04-24 15:29:14,0,,True,2025-04-24 15:29:14,2025-04-30 13:15:00,0.08333333333333333,5
99,Call,False,2025-04-24 15:29:23,2025-04-24 15:29:23,0,,True,2025-04-24 15:29:23,2025-04-24 00:00:00,0.0,0
100,Call,False,2025-04-24 16:41:57,2025-05-02 14:14:00,71,,True,2025-05-02 14:14:00,2025-05-01 14:00:00,0.0,0
101,Email,False,2025-04-25 15:20:49,2025-04-29 17:08:43,0,11.0,True,2025-04-25 16:24:08,2025-04-29 15:30:00,0.0,0
102,Email,False,2025-04-25 16:10:29,2025-05-07 13:20:26,0,,True,2025-05-07 13:20:26,2025-04-28 14:00:00,0.08333333333333333,5
104,Call,False,2025-04-26 19:26:52,2025-05-07 13:20:42,0,,True,2025-05-07 13:20:42,2025-04-26 20:00:00,1.0,60
105,Call,False,2025-04-28 16:37:39,2025-04-29 14:45:48,131,16.0,True,2025-04-29 14:45:48,2025-05-01 14:30:00,0.0,0
106,Call,False,2025-04-28 16:38:52,2025-04-30 17:26:51,89,16.0,True,2025-04-30 17:26:51,2025-04-30 16:45:00,0.0,0
107,Call,False,2025-04-28 17:50:25,2025-05-02 14:16:53,132,16.0,True,2025-05-02 14:16:52,2025-05-01 14:30:00,0.0,0
108,Call,False,2025-04-28 17:56:16,2025-05-02 14:12:22,133,16.0,True,2025-05-02 14:12:22,2025-05-01 13:45:00,0.0,0
109,Email,False,2025-04-28 20:36:12,2025-05-02 15:15:12,113,11.0,True,2025-05-02 15:15:12,2025-05-02 14:00:00,0.0,0
110,Call,False,2025-04-29 13:10:21,2025-04-29 16:54:19,139,17.0,True,2025-04-29 16:54:19,2025-04-29 13:30:00,0.0,0
111,Call,False,2025-04-29 14:46:15,2025-05-13 16:42:47,131,16.0,True,2025-05-13 16:42:47,2025-05-06 14:00:00,0.0,0
113,Email,False,2025-04-29 17:07:33,2025-04-29 18:54:28,0,11.0,True,2025-04-29 18:51:54,2025-05-02 00:00:00,0.0,0
114,Call,False,2025-04-29 18:39:50,2025-05-05 22:56:16,130,15.0,True,2025-05-05 22:56:16,2025-04-29 20:30:00,0.5,30
115,Email,False,2025-04-29 18:53:59,2025-05-06 15:07:21,0,,True,2025-05-06 15:07:21,2025-05-05 14:00:00,0.0,0
116,Call,False,2025-04-30 17:26:35,2025-05-06 19:35:50,89,16.0,True,2025-05-06 19:35:50,2025-05-05 16:30:00,0.0,0
117,Email,False,2025-05-01 14:02:06,2025-05-05 18:13:15,163,11.0,True,2025-05-05 18:13:15,2025-05-06 14:15:00,0.0,0
118,Email,False,2025-05-01 15:51:58,2025-05-05 18:05:36,159,11.0,True,2025-05-05 18:05:36,2025-05-05 14:00:00,0.0,0
119,Call,False,2025-05-01 16:25:47,2025-05-01 16:44:17,174,28.0,True,2025-05-01 16:44:17,2025-05-07 14:00:00,0.0,0
120,Call,False,2025-05-01 16:44:35,2025-05-01 16:44:35,174,28.0,True,2025-05-01 16:44:35,2025-05-01 00:00:00,0.0,0
121,Task,False,2025-05-02 01:32:19,2025-06-12 21:35:25,176,15.0,True,2025-06-12 21:35:25,2025-05-05 18:00:00,0.5,30
123,Call,False,2025-05-02 14:13:07,2025-05-07 16:34:17,133,16.0,True,2025-05-07 16:34:17,2025-05-06 13:15:00,0.0,0
124,Call,False,2025-05-02 14:14:21,2025-05-06 19:36:04,71,,True,2025-05-06 19:36:04,2025-05-06 13:30:00,0.0,0
125,Call,False,2025-05-02 14:17:27,2025-05-07 16:34:57,132,16.0,True,2025-05-07 16:34:57,2025-05-06 13:45:00,0.0,0
127,Call,False,2025-05-02 15:23:02,2025-05-29 18:47:38,96,,True,2025-05-29 18:47:38,2025-05-07 00:00:00,0.0,0
128,Call,False,2025-05-02 15:25:03,2025-05-29 18:45:24,108,,True,2025-05-29 18:45:24,2025-05-07 00:00:00,0.0,0
129,Call,False,2025-05-02 15:27:34,2025-05-29 18:42:03,112,,True,2025-05-29 18:42:03,2025-05-07 00:00:00,0.0,0
130,Call,False,2025-05-02 15:29:12,2025-05-29 18:40:29,115,,True,2025-05-29 18:40:29,2025-05-07 00:00:00,0.0,0
131,Call,False,2025-05-02 15:30:29,2025-05-29 18:08:33,165,,True,2025-05-29 18:08:33,2025-05-07 00:00:00,0.0,0
133,Call,False,2025-05-02 15:34:43,2025-05-29 18:12:15,158,,True,2025-05-29 18:12:15,2025-05-07 00:00:00,0.0,0
134,Call,False,2025-05-02 15:35:56,2025-05-29 18:15:40,151,,True,2025-05-29 18:15:40,2025-05-07 00:00:00,0.0,0
135,Call,False,2025-05-02 15:37:56,2025-05-29 18:20:00,149,,True,2025-05-29 18:20:00,2025-05-07 00:00:00,0.0,0
137,Call,False,2025-05-02 15:40:21,2025-05-29 18:21:56,143,,True,2025-05-29 18:21:56,2025-05-07 00:00:00,0.0,0
138,Call,False,2025-05-02 16:02:14,2025-05-29 18:26:36,134,,True,2025-05-29 18:26:36,2025-05-07 00:00:00,0.0,0
139,Call,False,2025-05-02 16:04:22,2025-05-29 18:27:50,126,,True,2025-05-29 18:27:50,2025-05-07 00:00:00,0.0,0
140,Call,False,2025-05-02 16:05:07,2025-05-29 18:30:19,125,,True,2025-05-29 18:30:19,2025-05-07 00:00:00,0.0,0
141,Call,False,2025-05-02 16:06:20,2025-05-29 18:34:40,120,,True,2025-05-29 18:34:40,2025-05-07 00:00:00,0.0,0
142,Call,False,2025-05-02 16:07:06,2025-05-29 18:36:05,118,,True,2025-05-29 18:36:05,2025-05-07 00:00:00,0.0,0
143,Call,False,2025-05-02 16:10:37,2025-05-29 18:05:15,166,,True,2025-05-29 18:05:15,2025-05-07 00:00:00,0.0,0
144,Call,False,2025-05-02 16:11:22,2025-05-29 18:10:05,162,,True,2025-05-29 18:10:05,2025-05-07 00:00:00,0.0,0
145,Call,False,2025-05-02 16:12:23,2025-05-29 18:14:25,157,,True,2025-05-29 18:14:25,2025-05-07 00:00:00,0.0,0
146,Call,False,2025-05-02 16:13:09,2025-05-05 20:36:08,138,,True,2025-05-05 20:36:08,2025-05-02 00:00:00,0.0,0
147,Call,False,2025-05-02 16:13:48,2025-05-29 18:23:20,137,,True,2025-05-29 18:23:20,2025-05-07 00:00:00,0.0,0
148,Call,False,2025-05-02 16:14:28,2025-05-29 18:25:30,135,,True,2025-05-29 18:25:30,2025-05-07 00:00:00,0.0,0
151,Call,False,2025-05-02 16:16:27,2025-05-29 18:31:57,124,,True,2025-05-29 18:31:57,2025-05-07 00:00:00,0.0,0
152,Call,False,2025-05-02 16:17:02,2025-05-29 18:32:59,122,,True,2025-05-29 18:32:59,2025-05-07 00:00:00,0.0,0
153,Call,False,2025-05-02 16:17:37,2025-05-29 18:39:08,116,,True,2025-05-29 18:39:08,2025-05-07 00:00:00,0.0,0
154,Call,False,2025-05-02 16:22:12,2025-05-29 18:18:20,150,,True,2025-05-29 18:18:20,2025-05-07 00:00:00,0.0,0
155,Call,False,2025-05-02 16:23:08,2025-05-29 18:43:18,110,,True,2025-05-29 18:43:18,2025-05-07 00:00:00,0.0,0
156,Call,False,2025-05-02 16:23:52,2025-05-29 18:46:01,107,,True,2025-05-29 18:46:01,2025-05-07 00:00:00,0.0,0
157,Email,False,2025-05-02 16:49:14,2025-05-05 18:14:43,177,11.0,True,2025-05-05 18:14:43,2025-05-06 15:00:00,0.0,0
158,Email,False,2025-05-02 17:59:52,2025-05-06 15:06:40,170,11.0,True,2025-05-06 15:06:40,2025-05-06 14:45:00,0.0,0
159,Email,False,2025-05-02 20:54:17,2025-05-06 15:06:08,0,11.0,True,2025-05-06 15:06:08,2025-05-06 13:45:00,0.0,0
161,Call,False,2025-05-03 16:29:27,2025-05-14 17:17:57,186,17.0,True,2025-05-14 17:17:57,2025-05-05 00:00:00,0.0,0
162,Call,False,2025-05-03 17:33:50,2025-05-29 18:50:42,93,,True,2025-05-29 18:50:42,2025-05-07 00:00:00,0.0,0
163,Call,False,2025-05-05 16:05:16,2025-05-29 16:25:36,207,,True,2025-05-29 16:25:36,2025-05-07 00:00:00,0.0,0
164,Call,False,2025-05-05 16:07:20,2025-05-30 18:48:48,191,28.0,True,2025-05-30 18:48:48,2025-05-07 00:00:00,0.0,0
166,Call,False,2025-05-05 16:10:23,2025-05-29 16:36:38,202,,True,2025-05-29 16:36:38,2025-05-07 00:00:00,0.0,0
167,Call,False,2025-05-05 16:11:20,2025-05-29 17:42:36,194,,True,2025-05-29 17:42:36,2025-05-07 00:00:00,0.0,0
168,Call,False,2025-05-05 16:12:59,2025-05-29 17:37:50,195,,True,2025-05-29 17:37:50,2025-05-07 00:00:00,0.0,0
169,Call,False,2025-05-05 16:13:59,2025-05-29 17:34:21,198,,True,2025-05-29 17:34:21,2025-05-07 00:00:00,0.0,0
170,Call,False,2025-05-05 16:15:04,2025-05-29 17:32:51,199,,True,2025-05-29 17:32:51,2025-05-07 00:00:00,0.0,0
171,Call,False,2025-05-05 16:15:48,2025-05-29 17:30:40,201,,True,2025-05-29 17:30:40,2025-05-07 00:00:00,0.0,0
175,Call,False,2025-05-05 17:15:15,2025-05-30 18:48:49,191,28.0,True,2025-05-30 18:48:49,2025-05-07 00:00:00,0.0,0
177,Email,False,2025-05-05 20:22:16,2025-05-29 18:05:14,166,,True,2025-05-29 18:05:14,2025-05-07 00:00:00,0.0,0
178,Email,False,2025-05-05 20:22:32,2025-05-29 18:08:31,165,,True,2025-05-29 18:08:31,2025-05-07 00:00:00,0.0,0
179,Email,False,2025-05-05 20:22:50,2025-05-29 18:10:04,162,,True,2025-05-29 18:10:04,2025-05-07 00:00:00,0.0,0
180,Email,False,2025-05-05 20:23:03,2025-05-29 18:12:15,158,,True,2025-05-29 18:12:15,2025-05-07 00:00:00,0.0,0
181,Email,False,2025-05-05 20:23:23,2025-05-29 18:14:25,157,,True,2025-05-29 18:14:25,2025-05-07 00:00:00,0.0,0
182,Email,False,2025-05-05 20:23:40,2025-05-29 18:16:01,151,,True,2025-05-29 18:16:01,2025-05-07 00:00:00,0.0,0
183,Email,False,2025-05-05 20:23:53,2025-05-29 18:18:21,150,,True,2025-05-29 18:18:21,2025-05-07 00:00:00,0.0,0
184,Email,False,2025-05-05 20:24:09,2025-05-29 18:20:00,149,,True,2025-05-29 18:20:00,2025-05-07 00:00:00,0.0,0
186,Email,False,2025-05-05 20:24:38,2025-05-29 18:21:57,143,,True,2025-05-29 18:21:57,2025-05-07 00:00:00,0.0,0
187,Email,False,2025-05-05 20:24:53,2025-05-29 18:23:21,137,,True,2025-05-29 18:23:21,2025-05-07 00:00:00,0.0,0
188,Email,False,2025-05-05 20:25:10,2025-05-29 18:25:31,135,,True,2025-05-29 18:25:31,2025-05-07 00:00:00,0.0,0
189,Email,False,2025-05-05 20:25:24,2025-05-29 18:26:37,134,,True,2025-05-29 18:26:37,2025-05-07 00:00:00,0.0,0
192,Email,False,2025-05-05 20:26:25,2025-05-29 18:27:49,126,,True,2025-05-29 18:27:49,2025-05-07 00:00:00,0.0,0
193,Email,False,2025-05-05 20:26:38,2025-05-29 18:30:19,125,,True,2025-05-29 18:30:19,2025-05-07 00:00:00,0.0,0
194,Email,False,2025-05-05 20:27:14,2025-05-29 18:31:58,124,,True,2025-05-29 18:31:58,2025-05-07 00:00:00,0.0,0
195,Email,False,2025-05-05 20:27:28,2025-05-29 18:33:00,122,,True,2025-05-29 18:33:00,2025-05-07 00:00:00,0.0,0
196,Email,False,2025-05-05 20:27:42,2025-05-29 18:34:40,120,,True,2025-05-29 18:34:40,2025-05-07 00:00:00,0.0,0
197,Email,False,2025-05-05 20:27:56,2025-05-29 18:36:06,118,,True,2025-05-29 18:36:06,2025-05-07 00:00:00,0.0,0
199,Email,False,2025-05-05 20:28:20,2025-05-29 18:39:09,116,,True,2025-05-29 18:39:09,2025-05-07 00:00:00,0.0,0
200,Email,False,2025-05-05 20:28:40,2025-05-29 18:40:30,115,,True,2025-05-29 18:40:30,2025-05-07 00:00:00,0.0,0
201,Email,False,2025-05-05 20:28:51,2025-05-29 18:42:04,112,,True,2025-05-29 18:42:04,2025-05-07 00:00:00,0.0,0
202,Email,False,2025-05-05 20:29:03,2025-05-29 18:43:19,110,,True,2025-05-29 18:43:19,2025-05-07 00:00:00,0.0,0
203,Email,False,2025-05-05 20:29:15,2025-05-29 18:45:25,108,,True,2025-05-29 18:45:25,2025-05-07 00:00:00,0.0,0
204,Email,False,2025-05-05 20:29:27,2025-05-29 18:46:01,107,,True,2025-05-29 18:46:01,2025-05-07 00:00:00,0.0,0
205,Email,False,2025-05-05 20:29:45,2025-05-29 18:47:38,96,,True,2025-05-29 18:47:38,2025-05-07 00:00:00,0.0,0
206,Email,False,2025-05-05 20:31:09,2025-05-29 17:05:44,174,28.0,True,2025-05-29 17:05:44,2025-05-07 00:00:00,0.0,0
207,Email,False,2025-05-05 20:31:22,2025-05-29 17:08:59,168,28.0,True,2025-05-29 17:08:59,2025-05-07 00:00:00,0.0,0
211,Email,False,2025-05-05 20:32:18,2025-05-29 18:51:56,92,,True,2025-05-29 18:51:56,2025-05-07 00:00:00,0.0,0
212,Email,False,2025-05-05 20:32:36,2025-05-29 18:59:00,91,,True,2025-05-29 18:59:00,2025-05-07 00:00:00,0.0,0
213,Call,False,2025-05-05 22:56:28,2025-05-05 22:56:28,130,15.0,True,2025-05-05 22:56:28,2025-05-05 00:00:00,0.0,0
214,Call,False,2025-05-05 23:11:54,2025-05-13 03:10:09,214,15.0,True,2025-05-13 03:10:09,2025-05-05 00:00:00,0.0,0
215,Call,False,2025-05-05 23:25:11,2025-05-12 12:23:28,192,15.0,True,2025-05-12 12:23:27,2025-05-09 01:30:00,0.5,30
216,Email,False,2025-05-06 13:30:21,2025-05-06 19:37:11,215,11.0,True,2025-05-06 19:37:11,2025-05-09 14:00:00,0.0,0
217,Call,False,2025-05-06 13:38:40,2025-05-13 22:21:30,0,,True,2025-05-13 22:21:30,2025-05-13 13:30:00,0.08333333333333333,5
219,Call,False,2025-05-06 15:06:44,2025-05-06 15:06:44,170,11.0,True,2025-05-06 15:06:44,2025-05-06 00:00:00,0.0,0
220,Call,False,2025-05-06 15:07:25,2025-05-06 15:07:25,0,,True,2025-05-06 15:07:25,2025-05-06 00:00:00,0.0,0
