ID_x,Title,Value,Org ID,Stage ID,Currency,Add time,Update time,Status,Lost reason,Close time,Pipeline ID,Won time,Lost time,Stage change time,Is deleted,Add_time,Close_time,Won_time,Lost_time,Add_Month,ID_y,Stage_Probability,Weighted_Value,Is_Open,Is_Won,Is_Lost,Add_Year,Add_Quarter,Add_Weekday
77,Web Form Lead,0.0,11.0,135,USD,2025-04-22 10:57:51,2025-08-27 16:54:02,lost,Sold boat,2025-04-28 20:30:41,19,,2025-04-28 20:30:41,2025-08-27 16:54:02,False,2025-04-22 10:57:51,2025-04-28 20:30:41,,2025-04-28 20:30:41,4,135,0,0.0,0,0,1,2025,2,1
78,Web Form Lead,0.0,11.0,135,USD,2025-04-22 16:24:04,2025-08-27 16:54:02,lost,Lifestyle change,2025-04-23 18:52:00,19,,2025-04-23 18:52:00,2025-08-27 16:54:02,False,2025-04-22 16:24:04,2025-04-23 18:52:00,,2025-04-23 18:52:00,4,135,0,0.0,0,0,1,2025,2,1
79,Web Form Lead,926.48,17.0,110,USD,2025-04-23 12:47:08,2025-08-27 16:57:30,lost,Boat size not supported,2025-04-30 16:28:19,19,,2025-04-30 16:28:19,2025-08-27 16:57:30,False,2025-04-23 12:47:08,2025-04-30 16:28:19,,2025-04-30 16:28:19,4,110,5,46.324,0,0,1,2025,2,2
83,Direct Lead,601.73,11.0,134,USD,2025-04-23 18:28:06,2025-08-27 16:53:28,won,,2025-04-23 18:28:23,19,2025-04-23 18:28:23,,2025-08-27 16:53:28,False,2025-04-23 18:28:06,2025-04-23 18:28:23,2025-04-23 18:28:23,,4,134,100,601.73,0,1,0,2025,2,2
84,Web Form Lead,700.57,17.0,111,USD,2025-04-23 19:54:19,2025-08-27 18:41:06,lost,Switched to competitor,2025-08-27 18:41:06,19,,2025-08-27 18:41:06,2025-08-27 16:56:31,False,2025-04-23 19:54:19,2025-08-27 18:41:06,,2025-08-27 18:41:06,4,111,15,105.08550000000001,0,0,1,2025,2,2
85,Web Form Lead,574.3,11.0,135,USD,2025-04-24 04:26:02,2025-08-27 16:54:02,lost,Existing customer,2025-04-28 20:40:01,19,,2025-04-28 20:40:01,2025-08-27 16:54:02,False,2025-04-24 04:26:02,2025-04-28 20:40:01,,2025-04-28 20:40:01,4,135,0,0.0,0,0,1,2025,2,3
89,Direct Lead,268.47,16.0,133,USD,2025-04-24 15:46:13,2025-08-27 16:22:07,lost,Lifestyle change,2025-05-16 17:38:54,20,,2025-05-16 17:38:54,2025-08-27 16:22:07,False,2025-04-24 15:46:13,2025-05-16 17:38:54,,2025-05-16 17:38:54,4,133,100,268.47,0,0,1,2025,2,3
91,Social Media Lead,0.0,17.0,111,USD,2025-04-21 23:12:11,2025-08-27 18:41:16,lost,Switched to competitor,2025-08-27 18:41:15,19,,2025-08-27 18:41:15,2025-08-27 16:56:31,False,2025-04-21 23:12:11,2025-08-27 18:41:15,,2025-08-27 18:41:15,4,111,15,0.0,0,0,1,2025,2,0
92,Social Media Lead,0.0,28.0,135,USD,2025-04-24 21:41:21,2025-08-27 16:49:14,lost,Switched to competitor,2025-06-13 20:28:01,19,,2025-06-13 20:28:01,2025-08-27 16:49:14,False,2025-04-24 21:41:21,2025-06-13 20:28:01,,2025-06-13 20:28:01,4,135,0,0.0,0,0,1,2025,2,3
93,Social Media Lead,0.0,28.0,135,USD,2025-04-24 22:08:38,2025-08-27 16:49:14,lost,Switched to competitor,2025-07-16 15:59:07,19,,2025-07-16 15:59:07,2025-08-27 16:49:14,False,2025-04-24 22:08:38,2025-07-16 15:59:07,,2025-07-16 15:59:07,4,135,0,0.0,0,0,1,2025,2,3
94,Social Media Lead,0.0,28.0,135,USD,2025-04-24 23:09:14,2025-08-27 16:49:14,lost,Switched to competitor,2025-05-29 18:50:17,19,,2025-05-29 18:50:17,2025-08-27 16:49:14,False,2025-04-24 23:09:14,2025-05-29 18:50:17,,2025-05-29 18:50:17,4,135,0,0.0,0,0,1,2025,2,3
96,Social Media Lead,0.0,28.0,135,USD,2025-04-25 00:34:49,2025-08-27 16:49:14,lost,Switched to competitor,2025-05-29 18:49:03,19,,2025-05-29 18:49:03,2025-08-27 16:49:14,False,2025-04-25 00:34:49,2025-05-29 18:49:03,,2025-05-29 18:49:03,4,135,0,0.0,0,0,1,2025,2,4
97,Web Form Lead,695.23,17.0,134,USD,2025-04-25 13:40:04,2025-08-27 16:56:58,won,,2025-04-25 21:30:19,19,2025-04-25 21:30:19,,2025-08-27 16:56:58,False,2025-04-25 13:40:04,2025-04-25 21:30:19,2025-04-25 21:30:19,,4,134,100,695.23,0,1,0,2025,2,4
99,Web Form Lead,0.0,11.0,135,USD,2025-04-25 16:30:22,2025-08-27 16:54:02,lost,Chose a different marina,2025-04-25 16:36:38,19,,2025-04-25 16:36:38,2025-08-27 16:54:02,False,2025-04-25 16:30:22,2025-04-25 16:36:38,,2025-04-25 16:36:38,4,135,0,0.0,0,0,1,2025,2,4
105,Web Form Lead,6711.76,17.0,134,USD,2025-04-25 22:08:36,2025-08-27 16:56:58,won,,2025-05-02 19:08:34,19,2025-05-02 19:08:34,,2025-08-27 16:56:58,False,2025-04-25 22:08:36,2025-05-02 19:08:34,2025-05-02 19:08:34,,4,134,100,6711.76,0,1,0,2025,2,4
107,Social Media Lead,0.0,28.0,135,USD,2025-04-26 02:20:18,2025-08-27 16:49:14,lost,Switched to competitor,2025-06-13 19:47:49,19,,2025-06-13 19:47:49,2025-08-27 16:49:14,False,2025-04-26 02:20:18,2025-06-13 19:47:49,,2025-06-13 19:47:49,4,135,0,0.0,0,0,1,2025,2,5
108,Social Media Lead,0.0,28.0,135,USD,2025-04-26 04:51:20,2025-08-27 16:49:14,lost,Switched to competitor,2025-06-13 19:47:10,19,,2025-06-13 19:47:10,2025-08-27 16:49:14,False,2025-04-26 04:51:20,2025-06-13 19:47:10,,2025-06-13 19:47:10,4,135,0,0.0,0,0,1,2025,2,5
109,Web Form Lead,688.21,17.0,110,USD,2025-04-26 07:11:22,2025-08-27 16:57:30,lost,Lifestyle change,2025-08-02 16:12:17,19,,2025-08-02 16:12:17,2025-08-27 16:57:30,False,2025-04-26 07:11:22,2025-08-02 16:12:17,,2025-08-02 16:12:17,4,110,5,34.4105,0,0,1,2025,2,5
110,Social Media Lead,0.0,28.0,135,USD,2025-04-26 13:00:42,2025-08-27 16:49:14,lost,Switched to competitor,2025-06-13 19:45:39,19,,2025-06-13 19:45:39,2025-08-27 16:49:14,False,2025-04-26 13:00:42,2025-06-13 19:45:39,,2025-06-13 19:45:39,4,135,0,0.0,0,0,1,2025,2,5
112,Social Media Lead,0.0,28.0,135,USD,2025-04-26 19:56:14,2025-08-27 16:49:14,lost,Switched to competitor,2025-06-13 19:44:45,19,,2025-06-13 19:44:45,2025-08-27 16:49:14,False,2025-04-26 19:56:14,2025-06-13 19:44:45,,2025-06-13 19:44:45,4,135,0,0.0,0,0,1,2025,2,5
113,Web Form Lead,871.94,11.0,135,USD,2025-04-26 21:44:14,2025-08-27 16:54:02,lost,Storing at home,2025-05-02 15:17:20,19,,2025-05-02 15:17:20,2025-08-27 16:54:02,False,2025-04-26 21:44:14,2025-05-02 15:17:20,,2025-05-02 15:17:20,4,135,0,0.0,0,0,1,2025,2,5
114,Web Form Lead,0.0,17.0,134,USD,2025-04-27 12:57:20,2025-08-27 16:56:58,won,,2025-04-28 17:38:20,19,2025-04-28 17:38:20,,2025-08-27 16:56:58,False,2025-04-27 12:57:20,2025-04-28 17:38:20,2025-04-28 17:38:20,,4,134,100,0.0,0,1,0,2025,2,6
115,Social Media Lead,0.0,28.0,135,USD,2025-04-27 16:33:46,2025-08-27 16:49:14,lost,Switched to competitor,2025-06-13 19:43:45,19,,2025-06-13 19:43:45,2025-08-27 16:49:14,False,2025-04-27 16:33:46,2025-06-13 19:43:45,,2025-06-13 19:43:45,4,135,0,0.0,0,0,1,2025,2,6
116,Social Media Lead,0.0,28.0,135,USD,2025-04-27 17:30:05,2025-08-27 16:49:15,lost,Switched to competitor,2025-06-13 19:42:05,19,,2025-06-13 19:42:05,2025-08-27 16:49:15,False,2025-04-27 17:30:05,2025-06-13 19:42:05,,2025-06-13 19:42:05,4,135,0,0.0,0,0,1,2025,2,6
117,Social Media Lead,0.0,28.0,135,USD,2025-04-27 19:44:07,2025-08-27 16:49:15,lost,No response from customer,2025-05-14 19:26:38,19,,2025-05-14 19:26:38,2025-08-27 16:49:15,False,2025-04-27 19:44:07,2025-05-14 19:26:38,,2025-05-14 19:26:38,4,135,0,0.0,0,0,1,2025,2,6
118,Social Media Lead,0.0,28.0,135,USD,2025-04-27 20:55:39,2025-08-27 16:49:15,lost,Switched to competitor,2025-06-13 19:00:04,19,,2025-06-13 19:00:04,2025-08-27 16:49:15,False,2025-04-27 20:55:39,2025-06-13 19:00:04,,2025-06-13 19:00:04,4,135,0,0.0,0,0,1,2025,2,6
119,Web Form Lead,0.0,17.0,110,USD,2025-04-27 21:48:03,2025-08-27 16:57:30,lost,Lifestyle change,2025-08-02 16:14:48,19,,2025-08-02 16:14:48,2025-08-27 16:57:30,False,2025-04-27 21:48:03,2025-08-02 16:14:48,,2025-08-02 16:14:48,4,110,5,0.0,0,0,1,2025,2,6
120,Social Media Lead,0.0,28.0,135,USD,2025-04-27 23:15:27,2025-08-27 16:49:15,lost,Switched to competitor,2025-06-13 18:59:28,19,,2025-06-13 18:59:28,2025-08-27 16:49:15,False,2025-04-27 23:15:27,2025-06-13 18:59:28,,2025-06-13 18:59:28,4,135,0,0.0,0,0,1,2025,2,6
122,Social Media Lead,0.0,28.0,135,USD,2025-04-28 00:58:26,2025-08-27 16:49:15,lost,Switched to competitor,2025-06-13 18:58:33,19,,2025-06-13 18:58:33,2025-08-27 16:49:15,False,2025-04-28 00:58:26,2025-06-13 18:58:33,,2025-06-13 18:58:33,4,135,0,0.0,0,0,1,2025,2,0
124,Social Media Lead,0.0,28.0,135,USD,2025-04-28 02:27:31,2025-08-27 16:49:15,lost,Switched to competitor,2025-06-13 18:57:39,19,,2025-06-13 18:57:39,2025-08-27 16:49:15,False,2025-04-28 02:27:31,2025-06-13 18:57:39,,2025-06-13 18:57:39,4,135,0,0.0,0,0,1,2025,2,0
125,Social Media Lead,0.0,28.0,135,USD,2025-04-28 08:24:57,2025-08-27 16:49:15,lost,Switched to competitor,2025-06-13 18:55:52,19,,2025-06-13 18:55:52,2025-08-27 16:49:15,False,2025-04-28 08:24:57,2025-06-13 18:55:52,,2025-06-13 18:55:52,4,135,0,0.0,0,0,1,2025,2,0
126,Social Media Lead,0.0,28.0,135,USD,2025-04-28 09:45:52,2025-08-27 16:49:15,lost,Switched to competitor,2025-05-29 18:29:49,19,,2025-05-29 18:29:49,2025-08-27 16:49:15,False,2025-04-28 09:45:52,2025-05-29 18:29:49,,2025-05-29 18:29:49,4,135,0,0.0,0,0,1,2025,2,0
129,Web Form Lead,0.0,28.0,135,USD,2025-04-28 13:54:14,2025-08-27 16:49:15,lost,Switched to competitor,2025-05-29 17:15:06,19,,2025-05-29 17:15:06,2025-08-27 16:49:15,False,2025-04-28 13:54:14,2025-05-29 17:15:06,,2025-05-29 17:15:06,4,135,0,0.0,0,0,1,2025,2,0
130,Web Form Lead,0.0,15.0,134,USD,2025-04-28 14:00:54,2025-08-27 16:51:57,won,,2025-05-02 01:20:03,19,2025-05-02 01:20:03,,2025-08-27 16:51:57,False,2025-04-28 14:00:54,2025-05-02 01:20:03,2025-05-02 01:20:03,,4,134,100,0.0,0,1,0,2025,2,0
131,Direct Lead,539.16,16.0,133,USD,2025-04-28 16:33:46,2025-08-27 16:22:26,won,,2025-05-16 17:47:51,20,2025-05-16 17:47:51,,2025-08-27 16:22:26,False,2025-04-28 16:33:46,2025-05-16 17:47:51,2025-05-16 17:47:51,,4,133,100,539.16,0,1,0,2025,2,0
132,Direct Lead,436.94,16.0,133,USD,2025-04-28 16:44:12,2025-08-27 16:22:07,lost,Unqualified lead,2025-05-24 16:42:19,20,,2025-05-24 16:42:19,2025-08-27 16:22:07,False,2025-04-28 16:44:12,2025-05-24 16:42:19,,2025-05-24 16:42:19,4,133,100,436.94,0,0,1,2025,2,0
133,Web Form Lead,340.3,16.0,133,USD,2025-04-28 17:29:09,2025-08-27 16:22:07,lost,Unqualified lead,2025-05-16 17:39:19,20,,2025-05-16 17:39:19,2025-08-27 16:22:07,False,2025-04-28 17:29:09,2025-05-16 17:39:19,,2025-05-16 17:39:19,4,133,100,340.3,0,0,1,2025,2,0
134,Social Media Lead,0.0,28.0,135,USD,2025-04-28 18:09:52,2025-08-27 16:49:15,lost,Switched to competitor,2025-06-13 18:54:22,19,,2025-06-13 18:54:22,2025-08-27 16:49:15,False,2025-04-28 18:09:52,2025-06-13 18:54:22,,2025-06-13 18:54:22,4,135,0,0.0,0,0,1,2025,2,0
135,Social Media Lead,0.0,28.0,135,USD,2025-04-28 20:05:14,2025-08-27 16:49:15,lost,Switched to competitor,2025-05-29 18:26:14,19,,2025-05-29 18:26:14,2025-08-27 16:49:15,False,2025-04-28 20:05:14,2025-05-29 18:26:14,,2025-05-29 18:26:14,4,135,0,0.0,0,0,1,2025,2,0
136,Web Form Lead,0.0,13.0,135,USD,2025-04-28 20:36:42,2025-08-27 17:01:37,lost,Lifestyle change,2025-05-08 14:46:37,19,,2025-05-08 14:46:37,2025-08-27 17:01:37,False,2025-04-28 20:36:42,2025-05-08 14:46:37,,2025-05-08 14:46:37,4,135,0,0.0,0,0,1,2025,2,0
137,Social Media Lead,0.0,28.0,135,USD,2025-04-28 20:58:45,2025-08-27 16:49:15,lost,Switched to competitor,2025-06-13 18:53:06,19,,2025-06-13 18:53:06,2025-08-27 16:49:15,False,2025-04-28 20:58:45,2025-06-13 18:53:06,,2025-06-13 18:53:06,4,135,0,0.0,0,0,1,2025,2,0
138,Social Media Lead,0.0,28.0,135,USD,2025-04-28 22:34:24,2025-08-27 16:49:15,lost,Unqualified lead,2025-05-05 20:20:55,19,,2025-05-05 20:20:55,2025-08-27 16:49:15,False,2025-04-28 22:34:24,2025-05-05 20:20:55,,2025-05-05 20:20:55,4,135,0,0.0,0,0,1,2025,2,0
139,Web Form Lead,0.0,17.0,111,USD,2025-04-28 23:01:46,2025-08-27 18:41:42,lost,Switched to competitor,2025-08-27 18:41:42,19,,2025-08-27 18:41:42,2025-08-27 16:56:31,False,2025-04-28 23:01:46,2025-08-27 18:41:42,,2025-08-27 18:41:42,4,111,15,0.0,0,0,1,2025,2,0
140,Web Form Lead,0.0,28.0,135,USD,2025-04-29 12:34:18,2025-08-27 16:49:15,lost,Unqualified lead,2025-05-07 18:38:08,19,,2025-05-07 18:38:08,2025-08-27 16:49:15,False,2025-04-29 12:34:18,2025-05-07 18:38:08,,2025-05-07 18:38:08,4,135,0,0.0,0,0,1,2025,2,1
142,Web Form Lead,0.0,28.0,135,USD,2025-04-29 15:15:33,2025-08-27 16:49:15,lost,Switched to competitor,2025-05-29 17:14:31,19,,2025-05-29 17:14:31,2025-08-27 16:49:15,False,2025-04-29 15:15:33,2025-05-29 17:14:31,,2025-05-29 17:14:31,4,135,0,0.0,0,0,1,2025,2,1
143,Social Media Lead,0.0,28.0,135,USD,2025-04-29 18:09:09,2025-08-27 16:49:15,lost,Switched to competitor,2025-06-09 20:37:50,19,,2025-06-09 20:37:50,2025-08-27 16:49:15,False,2025-04-29 18:09:09,2025-06-09 20:37:50,,2025-06-09 20:37:50,4,135,0,0.0,0,0,1,2025,2,1
145,Social Media Lead,0.0,28.0,135,USD,2025-04-29 18:42:35,2025-08-27 16:49:15,lost,No response from customer,2025-05-14 19:24:05,19,,2025-05-14 19:24:05,2025-08-27 16:49:15,False,2025-04-29 18:42:35,2025-05-14 19:24:05,,2025-05-14 19:24:05,4,135,0,0.0,0,0,1,2025,2,1
146,Web Form Lead,0.0,28.0,135,USD,2025-04-29 18:56:46,2025-08-27 16:49:15,lost,No response from customer,2025-05-14 19:27:16,19,,2025-05-14 19:27:16,2025-08-27 16:49:15,False,2025-04-29 18:56:46,2025-05-14 19:27:16,,2025-05-14 19:27:16,4,135,0,0.0,0,0,1,2025,2,1
147,Web Form Lead,0.0,28.0,134,USD,2025-04-29 19:39:03,2025-08-27 16:49:54,won,,2025-05-09 13:33:36,19,2025-05-09 13:33:36,,2025-08-27 16:49:54,False,2025-04-29 19:39:03,2025-05-09 13:33:36,2025-05-09 13:33:36,,4,134,100,0.0,0,1,0,2025,2,1
148,Web Form Lead,128.05,17.0,134,USD,2025-04-29 22:21:42,2025-08-27 16:56:58,won,,2025-05-03 16:37:37,19,2025-05-03 16:37:37,,2025-08-27 16:56:58,False,2025-04-29 22:21:42,2025-05-03 16:37:37,2025-05-03 16:37:37,,4,134,100,128.05,0,1,0,2025,2,1
149,Social Media Lead,0.0,28.0,135,USD,2025-04-30 00:24:05,2025-08-27 16:49:15,lost,Switched to competitor,2025-06-09 20:30:31,19,,2025-06-09 20:30:31,2025-08-27 16:49:15,False,2025-04-30 00:24:05,2025-06-09 20:30:31,,2025-06-09 20:30:31,4,135,0,0.0,0,0,1,2025,2,2
150,Social Media Lead,0.0,28.0,135,USD,2025-04-30 10:58:40,2025-08-27 16:49:15,lost,Switched to competitor,2025-06-09 20:30:05,19,,2025-06-09 20:30:05,2025-08-27 16:49:15,False,2025-04-30 10:58:40,2025-06-09 20:30:05,,2025-06-09 20:30:05,4,135,0,0.0,0,0,1,2025,2,2
151,Social Media Lead,0.0,28.0,135,USD,2025-04-30 14:20:43,2025-08-27 16:49:15,lost,Switched to competitor,2025-06-09 20:29:35,19,,2025-06-09 20:29:35,2025-08-27 16:49:15,False,2025-04-30 14:20:43,2025-06-09 20:29:35,,2025-06-09 20:29:35,4,135,0,0.0,0,0,1,2025,2,2
156,Social Media Lead,0.0,12.0,135,USD,2025-04-25 19:27:44,2025-08-27 16:55:23,lost,Switched to competitor,2025-05-15 13:22:35,19,,2025-05-15 13:22:35,2025-08-27 16:55:23,False,2025-04-25 19:27:44,2025-05-15 13:22:35,,2025-05-15 13:22:35,4,135,0,0.0,0,0,1,2025,2,4
157,Social Media Lead,0.0,28.0,135,USD,2025-04-30 17:37:31,2025-08-27 16:49:15,lost,Switched to competitor,2025-06-09 20:29:02,19,,2025-06-09 20:29:02,2025-08-27 16:49:15,False,2025-04-30 17:37:31,2025-06-09 20:29:02,,2025-06-09 20:29:02,4,135,0,0.0,0,0,1,2025,2,2
158,Social Media Lead,0.0,28.0,135,USD,2025-04-30 18:02:25,2025-08-27 16:49:15,lost,Switched to competitor,2025-06-09 20:28:24,19,,2025-06-09 20:28:24,2025-08-27 16:49:15,False,2025-04-30 18:02:25,2025-06-09 20:28:24,,2025-06-09 20:28:24,4,135,0,0.0,0,0,1,2025,2,2
159,Web Form Lead,0.0,11.0,135,USD,2025-04-30 19:32:31,2025-08-27 16:54:02,lost,Price too high,2025-05-06 13:34:00,19,,2025-05-06 13:34:00,2025-08-27 16:54:02,False,2025-04-30 19:32:31,2025-05-06 13:34:00,,2025-05-06 13:34:00,4,135,0,0.0,0,0,1,2025,2,2
161,Web Form Lead,703.9,17.0,110,USD,2025-04-30 21:27:15,2025-08-27 16:57:30,lost,Lifestyle change,2025-08-02 16:16:34,19,,2025-08-02 16:16:34,2025-08-27 16:57:30,False,2025-04-30 21:27:15,2025-08-02 16:16:34,,2025-08-02 16:16:34,4,110,5,35.195,0,0,1,2025,2,2
162,Social Media Lead,0.0,28.0,135,USD,2025-04-30 22:17:47,2025-08-27 16:49:15,lost,Switched to competitor,2025-06-09 20:27:53,19,,2025-06-09 20:27:53,2025-08-27 16:49:15,False,2025-04-30 22:17:47,2025-06-09 20:27:53,,2025-06-09 20:27:53,4,135,0,0.0,0,0,1,2025,2,2
163,Web Form Lead,443.81,11.0,135,USD,2025-04-30 23:43:27,2025-08-27 16:54:02,lost,Storing at home,2025-05-06 13:32:50,19,,2025-05-06 13:32:50,2025-08-27 16:54:02,False,2025-04-30 23:43:27,2025-05-06 13:32:50,,2025-05-06 13:32:50,4,135,0,0.0,0,0,1,2025,2,2
164,Web Form Lead,0.0,11.0,135,USD,2025-04-30 23:58:50,2025-08-27 16:54:03,lost,Lifestyle change,2025-05-01 13:49:52,19,,2025-05-01 13:49:52,2025-08-27 16:54:03,False,2025-04-30 23:58:50,2025-05-01 13:49:52,,2025-05-01 13:49:52,4,135,0,0.0,0,0,1,2025,2,2
165,Social Media Lead,0.0,28.0,135,USD,2025-05-01 00:04:20,2025-08-27 16:49:15,lost,Switched to competitor,2025-06-09 20:27:28,19,,2025-06-09 20:27:28,2025-08-27 16:49:15,False,2025-05-01 00:04:20,2025-06-09 20:27:28,,2025-06-09 20:27:28,5,135,0,0.0,0,0,1,2025,2,3
166,Social Media Lead,0.0,28.0,135,USD,2025-05-01 00:10:20,2025-08-27 16:49:15,lost,Switched to competitor,2025-06-09 20:27:05,19,,2025-06-09 20:27:05,2025-08-27 16:49:15,False,2025-05-01 00:10:20,2025-06-09 20:27:05,,2025-06-09 20:27:05,5,135,0,0.0,0,0,1,2025,2,3
168,Web Form Lead,0.0,28.0,135,USD,2025-05-01 06:03:06,2025-08-27 16:49:15,lost,Switched to competitor,2025-06-13 18:51:23,19,,2025-06-13 18:51:23,2025-08-27 16:49:15,False,2025-05-01 06:03:06,2025-06-13 18:51:23,,2025-06-13 18:51:23,5,135,0,0.0,0,0,1,2025,2,3
169,Web Form Lead,0.0,17.0,110,USD,2025-05-01 09:54:56,2025-08-27 16:57:30,lost,Boat size not supported,2025-05-01 17:18:19,19,,2025-05-01 17:18:19,2025-08-27 16:57:30,False,2025-05-01 09:54:56,2025-05-01 17:18:19,,2025-05-01 17:18:19,5,110,5,0.0,0,0,1,2025,2,3
170,Direct Lead,419.58,11.0,135,USD,2025-05-01 13:39:01,2025-08-27 16:54:03,lost,Switched to competitor,2025-05-09 15:43:39,19,,2025-05-09 15:43:39,2025-08-27 16:54:03,False,2025-05-01 13:39:01,2025-05-09 15:43:39,,2025-05-09 15:43:39,5,135,0,0.0,0,0,1,2025,2,3
171,Web Form Lead,0.0,11.0,135,USD,2025-05-01 15:31:45,2025-08-27 16:54:03,lost,Price too high,2025-05-01 15:44:36,19,,2025-05-01 15:44:36,2025-08-27 16:54:03,False,2025-05-01 15:31:45,2025-05-01 15:44:36,,2025-05-01 15:44:36,5,135,0,0.0,0,0,1,2025,2,3
173,Web Form Lead,0.0,17.0,110,USD,2025-05-01 16:23:10,2025-08-27 16:57:30,lost,Existing customer,2025-05-01 17:13:20,19,,2025-05-01 17:13:20,2025-08-27 16:57:30,False,2025-05-01 16:23:10,2025-05-01 17:13:20,,2025-05-01 17:13:20,5,110,5,0.0,0,0,1,2025,2,3
174,Web Form Lead,2562.34,28.0,135,USD,2025-05-01 16:42:21,2025-08-27 16:49:15,lost,Switched to competitor,2025-06-13 18:49:53,19,,2025-06-13 18:49:53,2025-08-27 16:49:15,False,2025-05-01 16:42:21,2025-06-13 18:49:53,,2025-06-13 18:49:53,5,135,0,0.0,0,0,1,2025,2,3
175,Web Form Lead,0.0,17.0,110,USD,2025-05-01 19:57:48,2025-08-27 16:57:30,lost,Taking a break from boating,2025-05-01 20:04:18,19,,2025-05-01 20:04:18,2025-08-27 16:57:30,False,2025-05-01 19:57:48,2025-05-01 20:04:18,,2025-05-01 20:04:18,5,110,5,0.0,0,0,1,2025,2,3
176,Web Form Lead,0.0,15.0,135,USD,2025-05-01 23:37:25,2025-08-27 16:52:29,lost,Lifestyle change,2025-05-18 20:57:25,19,,2025-05-18 20:57:25,2025-08-27 16:52:29,False,2025-05-01 23:37:25,2025-05-18 20:57:25,,2025-05-18 20:57:25,5,135,0,0.0,0,0,1,2025,2,3
177,Web Form Lead,0.0,11.0,135,USD,2025-05-02 16:11:43,2025-08-27 16:54:03,lost,Storing at home,2025-05-05 18:15:11,19,,2025-05-05 18:15:11,2025-08-27 16:54:03,False,2025-05-02 16:11:43,2025-05-05 18:15:11,,2025-05-05 18:15:11,5,135,0,0.0,0,0,1,2025,2,4
